age,job,education,default,balance,housing,loan,duration,campaign,pdays,previous,y
51.0,self-employed,primary,no,10924.0,no,no,106.0,2.0,999.0,0.0,0
41.0,management,tertiary,no,832.0,yes,yes,164.0,1.0,176.0,1.0,0
56.0,retired,tertiary,no,478.0,no,no,97.0,1.0,999.0,0.0,0
60.0,management,tertiary,no,0.0,no,yes,151.0,1.0,999.0,0.0,0
41.0,self-employed,tertiary,no,3950.0,yes,no,96.0,2.0,999.0,0.0,0
37.0,management,unknown,no,504.0,yes,no,555.0,1.0,999.0,0.0,0
36.0,blue-collar,secondary,no,219.0,yes,yes,270.0,2.0,347.0,1.0,0
57.0,management,tertiary,no,1602.0,no,no,339.0,3.0,999.0,0.0,0
55.0,management,primary,no,2587.0,no,no,328.0,2.0,94.0,2.0,1
44.0,admin.,secondary,no,0.0,yes,yes,159.0,1.0,999.0,0.0,0
47.0,self-employed,tertiary,no,2303.0,yes,no,323.0,2.0,364.0,1.0,0
31.0,blue-collar,secondary,no,1660.0,yes,no,342.0,1.0,999.0,0.0,0
35.0,management,tertiary,yes,32.0,yes,no,180.0,1.0,999.0,0.0,0
39.0,management,tertiary,no,278.0,no,yes,60.0,3.0,999.0,0.0,0
50.0,management,tertiary,no,4.0,no,no,223.0,1.0,96.0,2.0,0
29.0,management,tertiary,no,,yes,no,1434.0,2.0,356.0,4.0,0
30.0,services,secondary,no,,yes,no,30.0,2.0,999.0,0.0,0
46.0,services,secondary,no,271.0,yes,no,134.0,4.0,999.0,0.0,0
27.0,management,unknown,no,3196.0,no,no,10.0,2.0,999.0,0.0,0
48.0,admin.,secondary,no,4099.0,no,no,397.0,2.0,999.0,0.0,1
26.0,student,secondary,no,2572.0,yes,no,620.0,1.0,999.0,0.0,0
36.0,management,tertiary,no,339.0,no,no,6.0,6.0,999.0,0.0,0
42.0,blue-collar,primary,no,0.0,yes,yes,209.0,2.0,999.0,0.0,0
50.0,housemaid,primary,no,395.0,yes,no,419.0,2.0,999.0,0.0,0
49.0,blue-collar,secondary,no,2039.0,yes,no,283.0,2.0,999.0,0.0,0
45.0,management,tertiary,no,5450.0,no,no,188.0,2.0,999.0,0.0,0
23.0,student,secondary,no,780.0,no,no,267.0,1.0,999.0,0.0,0
38.0,technician,secondary,no,0.0,yes,no,196.0,2.0,999.0,0.0,0
32.0,management,tertiary,no,8436.0,yes,no,245.0,1.0,149.0,2.0,0
60.0,technician,primary,no,11262.0,no,no,323.0,1.0,999.0,0.0,1
30.0,entrepreneur,secondary,no,946.0,yes,no,1065.0,1.0,,1.0,0
58.0,housemaid,tertiary,no,497.0,no,no,138.0,5.0,999.0,0.0,0
60.0,retired,primary,no,55.0,no,no,207.0,1.0,999.0,0.0,0
38.0,services,secondary,no,-140.0,no,no,456.0,3.0,999.0,0.0,0
51.0,technician,secondary,no,-379.0,yes,no,261.0,1.0,999.0,0.0,0
42.0,admin.,secondary,no,-396.0,yes,no,80.0,1.0,308.0,4.0,0
30.0,services,secondary,no,0.0,yes,no,131.0,6.0,363.0,9.0,0
40.0,management,primary,no,733.0,yes,no,94.0,7.0,999.0,0.0,0
37.0,management,tertiary,no,393.0,yes,no,567.0,3.0,275.0,4.0,1
53.0,technician,primary,no,7290.0,yes,no,153.0,1.0,999.0,0.0,0
27.0,services,secondary,no,468.0,yes,no,109.0,1.0,999.0,0.0,0
39.0,blue-collar,secondary,no,0.0,yes,no,53.0,1.0,325.0,1.0,0
39.0,blue-collar,primary,no,3705.0,yes,no,77.0,1.0,999.0,0.0,0
59.0,retired,tertiary,no,9676.0,no,no,234.0,2.0,999.0,0.0,1
37.0,services,secondary,no,1328.0,yes,no,121.0,2.0,341.0,4.0,0
41.0,blue-collar,primary,no,8.0,yes,no,155.0,2.0,999.0,0.0,0
45.0,blue-collar,primary,no,61.0,no,no,108.0,1.0,999.0,0.0,0
48.0,management,tertiary,no,6613.0,no,no,159.0,3.0,999.0,0.0,0
48.0,technician,secondary,no,302.0,yes,no,208.0,3.0,999.0,0.0,0
32.0,blue-collar,secondary,no,1005.0,no,no,215.0,1.0,999.0,0.0,0
35.0,services,secondary,no,109.0,yes,no,597.0,3.0,999.0,0.0,0
33.0,management,tertiary,no,1240.0,yes,no,505.0,2.0,260.0,1.0,0
28.0,blue-collar,primary,no,0.0,yes,yes,380.0,4.0,999.0,0.0,0
64.0,retired,unknown,no,2923.0,no,no,120.0,1.0,999.0,0.0,0
35.0,technician,secondary,no,0.0,no,no,106.0,4.0,999.0,0.0,0
33.0,blue-collar,secondary,no,43.0,yes,no,332.0,2.0,358.0,2.0,0
41.0,technician,secondary,no,288.0,yes,no,221.0,4.0,999.0,0.0,0
34.0,admin.,secondary,no,613.0,yes,no,80.0,1.0,999.0,0.0,0
37.0,technician,tertiary,no,6101.0,no,no,60.0,5.0,87.0,1.0,0
38.0,blue-collar,primary,no,168.0,yes,yes,212.0,3.0,999.0,0.0,0
39.0,blue-collar,primary,no,7685.0,yes,no,493.0,3.0,999.0,0.0,0
35.0,technician,tertiary,no,4515.0,yes,no,98.0,2.0,999.0,0.0,0
28.0,blue-collar,secondary,no,517.0,no,yes,681.0,1.0,999.0,0.0,1
27.0,blue-collar,secondary,no,148.0,no,no,203.0,1.0,999.0,0.0,0
48.0,retired,primary,yes,-285.0,no,yes,157.0,1.0,999.0,0.0,0
50.0,blue-collar,secondary,no,887.0,no,no,287.0,1.0,999.0,0.0,0
45.0,self-employed,secondary,no,3098.0,yes,no,159.0,2.0,999.0,0.0,0
41.0,technician,tertiary,no,744.0,yes,no,125.0,1.0,999.0,0.0,0
39.0,technician,secondary,no,130.0,no,no,202.0,2.0,999.0,0.0,0
44.0,management,secondary,no,438.0,yes,no,37.0,3.0,303.0,1.0,0
54.0,admin.,secondary,no,0.0,no,no,161.0,1.0,98.0,2.0,1
49.0,management,tertiary,no,322.0,no,no,72.0,4.0,999.0,0.0,0
34.0,blue-collar,secondary,no,186.0,no,no,342.0,1.0,999.0,0.0,0
75.0,retired,tertiary,no,3810.0,yes,no,262.0,1.0,183.0,1.0,1
42.0,management,tertiary,no,0.0,no,no,325.0,2.0,999.0,0.0,0
53.0,blue-collar,secondary,no,4380.0,no,no,223.0,7.0,999.0,0.0,0
49.0,management,tertiary,no,755.0,no,no,1212.0,4.0,999.0,0.0,1
31.0,services,secondary,no,2070.0,no,no,319.0,2.0,999.0,0.0,0
45.0,blue-collar,primary,no,999.0,no,no,182.0,2.0,999.0,0.0,0
39.0,self-employed,secondary,no,167.0,yes,yes,330.0,1.0,999.0,0.0,0
46.0,technician,secondary,no,1322.0,yes,yes,514.0,1.0,999.0,0.0,0
42.0,admin.,secondary,no,1076.0,yes,no,213.0,1.0,999.0,0.0,0
37.0,management,tertiary,no,502.0,yes,no,551.0,1.0,351.0,1.0,0
26.0,technician,tertiary,no,1216.0,yes,no,472.0,2.0,999.0,0.0,0
37.0,management,tertiary,no,876.0,yes,no,140.0,4.0,327.0,2.0,0
36.0,services,secondary,no,342.0,yes,no,142.0,1.0,999.0,0.0,0
29.0,blue-collar,primary,no,950.0,yes,no,135.0,3.0,999.0,0.0,0
36.0,blue-collar,primary,no,973.0,yes,yes,293.0,1.0,999.0,0.0,0
26.0,technician,tertiary,no,3825.0,yes,no,107.0,1.0,999.0,0.0,0
32.0,blue-collar,secondary,no,2366.0,yes,no,127.0,2.0,999.0,0.0,0
40.0,management,tertiary,no,542.0,yes,no,1816.0,1.0,999.0,0.0,0
53.0,management,primary,no,995.0,no,no,200.0,3.0,999.0,0.0,0
29.0,management,tertiary,no,,yes,no,418.0,1.0,999.0,0.0,0
34.0,technician,tertiary,no,228.0,yes,no,387.0,4.0,,0.0,0
43.0,blue-collar,secondary,no,130.0,no,no,156.0,1.0,337.0,3.0,0
56.0,management,tertiary,no,217.0,no,yes,121.0,2.0,999.0,0.0,0
55.0,entrepreneur,tertiary,no,0.0,no,no,108.0,2.0,999.0,0.0,0
31.0,self-employed,tertiary,no,259.0,yes,no,47.0,1.0,999.0,0.0,0
27.0,admin.,secondary,no,,yes,no,16.0,5.0,322.0,4.0,0
36.0,management,secondary,no,644.0,yes,no,54.0,2.0,999.0,0.0,0
44.0,management,tertiary,no,22.0,yes,no,265.0,2.0,999.0,0.0,0
37.0,admin.,tertiary,no,4303.0,yes,no,168.0,1.0,999.0,0.0,0
30.0,admin.,secondary,no,,yes,no,115.0,3.0,999.0,0.0,0
42.0,technician,secondary,no,275.0,no,no,31.0,8.0,999.0,0.0,0
30.0,management,tertiary,no,1221.0,yes,no,279.0,4.0,999.0,0.0,1
62.0,retired,secondary,no,816.0,no,no,28.0,2.0,999.0,0.0,0
24.0,blue-collar,secondary,no,1222.0,yes,no,369.0,1.0,999.0,0.0,0
31.0,technician,secondary,no,2363.0,yes,no,247.0,1.0,999.0,0.0,0
66.0,retired,tertiary,no,2262.0,no,no,155.0,1.0,999.0,0.0,0
47.0,admin.,secondary,no,2.0,no,no,89.0,1.0,999.0,0.0,0
39.0,entrepreneur,tertiary,no,2.0,yes,no,180.0,1.0,999.0,0.0,0
35.0,technician,secondary,no,4508.0,yes,no,854.0,1.0,999.0,0.0,1
35.0,admin.,secondary,no,-402.0,yes,no,46.0,1.0,999.0,0.0,0
27.0,technician,secondary,no,1577.0,yes,yes,266.0,2.0,999.0,0.0,0
32.0,blue-collar,secondary,no,34.0,yes,no,321.0,2.0,999.0,0.0,0
44.0,management,tertiary,no,795.0,no,no,99.0,24.0,999.0,0.0,0
42.0,blue-collar,secondary,no,117.0,yes,no,147.0,1.0,999.0,0.0,0
34.0,self-employed,tertiary,no,5462.0,no,no,430.0,1.0,999.0,0.0,1
25.0,services,secondary,no,402.0,no,yes,264.0,1.0,999.0,0.0,0
40.0,technician,secondary,no,641.0,no,no,156.0,6.0,999.0,0.0,0
43.0,management,tertiary,no,36.0,no,no,118.0,1.0,102.0,2.0,0
55.0,unemployed,tertiary,no,383.0,no,no,343.0,3.0,999.0,0.0,0
50.0,blue-collar,secondary,no,283.0,yes,no,226.0,3.0,999.0,0.0,0
45.0,management,tertiary,no,0.0,no,no,5.0,1.0,999.0,0.0,0
35.0,blue-collar,secondary,no,3102.0,yes,no,138.0,1.0,999.0,0.0,0
32.0,blue-collar,secondary,no,889.0,yes,no,185.0,1.0,,5.0,1
59.0,housemaid,secondary,no,0.0,no,no,722.0,1.0,99.0,4.0,0
34.0,self-employed,secondary,no,-370.0,yes,no,748.0,1.0,999.0,0.0,0
39.0,management,tertiary,no,-606.0,yes,no,142.0,1.0,999.0,0.0,0
40.0,management,secondary,no,10378.0,yes,no,523.0,3.0,999.0,0.0,0
36.0,blue-collar,primary,no,1313.0,yes,no,8.0,10.0,999.0,0.0,0
40.0,management,tertiary,no,8969.0,yes,no,153.0,1.0,999.0,0.0,0
55.0,self-employed,secondary,no,-196.0,yes,no,210.0,2.0,999.0,0.0,0
38.0,entrepreneur,secondary,yes,15.0,yes,no,121.0,1.0,999.0,0.0,0
61.0,admin.,secondary,no,4608.0,no,no,212.0,1.0,999.0,0.0,1
41.0,management,tertiary,no,666.0,yes,no,253.0,3.0,999.0,0.0,0
57.0,blue-collar,primary,no,452.0,yes,no,139.0,4.0,999.0,0.0,0
48.0,blue-collar,secondary,no,149.0,yes,no,71.0,1.0,999.0,0.0,0
77.0,retired,tertiary,no,7802.0,no,no,421.0,1.0,92.0,2.0,1
35.0,services,secondary,no,1453.0,yes,no,199.0,1.0,999.0,0.0,0
54.0,blue-collar,secondary,no,1480.0,yes,no,108.0,1.0,999.0,0.0,0
37.0,management,unknown,no,715.0,yes,no,247.0,2.0,999.0,0.0,0
56.0,management,secondary,no,237.0,yes,no,236.0,4.0,999.0,0.0,0
40.0,technician,secondary,no,694.0,yes,no,97.0,4.0,196.0,5.0,0
40.0,management,tertiary,no,0.0,no,no,109.0,8.0,999.0,0.0,0
54.0,management,tertiary,no,55.0,yes,no,112.0,2.0,999.0,0.0,0
55.0,housemaid,primary,no,136.0,yes,no,15.0,10.0,999.0,0.0,0
55.0,services,secondary,yes,-404.0,yes,no,502.0,3.0,999.0,0.0,0
52.0,blue-collar,primary,no,779.0,yes,no,30.0,3.0,999.0,0.0,0
55.0,blue-collar,primary,no,1187.0,yes,no,193.0,2.0,999.0,0.0,0
33.0,management,tertiary,no,641.0,yes,no,347.0,2.0,999.0,0.0,0
52.0,blue-collar,unknown,no,826.0,yes,no,468.0,2.0,999.0,0.0,0
33.0,services,secondary,no,991.0,yes,no,148.0,1.0,999.0,0.0,0
53.0,admin.,secondary,no,,no,no,295.0,1.0,91.0,2.0,1
46.0,admin.,secondary,no,22.0,no,no,388.0,6.0,,0.0,1
44.0,technician,secondary,no,244.0,yes,no,1735.0,4.0,999.0,0.0,1
48.0,management,tertiary,no,1328.0,yes,no,339.0,1.0,999.0,0.0,0
50.0,housemaid,secondary,no,7317.0,yes,no,172.0,1.0,370.0,1.0,0
34.0,technician,secondary,no,4943.0,yes,yes,117.0,2.0,999.0,0.0,0
38.0,technician,secondary,no,258.0,no,yes,587.0,2.0,999.0,0.0,0
42.0,management,tertiary,no,515.0,yes,no,501.0,2.0,999.0,0.0,0
32.0,management,tertiary,no,12607.0,no,no,203.0,5.0,84.0,1.0,0
58.0,admin.,secondary,no,2.0,yes,yes,282.0,9.0,999.0,0.0,0
31.0,management,tertiary,no,13.0,no,no,110.0,5.0,999.0,0.0,0
19.0,student,primary,no,103.0,no,no,104.0,2.0,999.0,0.0,1
41.0,management,tertiary,no,,no,no,231.0,1.0,999.0,0.0,0
31.0,unemployed,secondary,no,296.0,yes,no,378.0,3.0,999.0,0.0,0
52.0,self-employed,primary,no,217.0,no,yes,193.0,6.0,999.0,0.0,0
42.0,self-employed,tertiary,no,360.0,yes,no,110.0,5.0,999.0,0.0,0
41.0,blue-collar,secondary,no,428.0,yes,no,92.0,1.0,999.0,0.0,0
30.0,blue-collar,secondary,no,315.0,no,no,1407.0,1.0,999.0,0.0,1
38.0,blue-collar,secondary,no,121.0,yes,yes,168.0,1.0,,2.0,0
32.0,management,tertiary,no,820.0,yes,no,738.0,3.0,999.0,0.0,0
52.0,technician,secondary,no,195.0,yes,no,220.0,1.0,63.0,5.0,1
48.0,management,tertiary,no,108.0,yes,no,89.0,2.0,999.0,0.0,0
36.0,management,tertiary,no,-381.0,yes,no,30.0,29.0,999.0,0.0,0
45.0,unemployed,primary,no,757.0,no,no,103.0,1.0,325.0,4.0,0
34.0,technician,tertiary,no,691.0,yes,yes,70.0,1.0,999.0,0.0,0
36.0,blue-collar,primary,no,1925.0,yes,no,904.0,2.0,999.0,0.0,1
34.0,management,tertiary,no,902.0,yes,no,159.0,1.0,367.0,2.0,0
61.0,retired,secondary,no,5207.0,no,no,336.0,1.0,81.0,2.0,0
54.0,services,secondary,no,0.0,no,no,220.0,1.0,999.0,0.0,0
50.0,entrepreneur,secondary,no,665.0,no,no,238.0,1.0,999.0,0.0,0
43.0,admin.,secondary,no,738.0,yes,no,585.0,4.0,191.0,4.0,0
47.0,blue-collar,primary,no,233.0,no,no,293.0,3.0,999.0,0.0,0
45.0,services,secondary,no,-839.0,yes,no,68.0,1.0,999.0,0.0,0
57.0,retired,primary,no,5799.0,no,no,97.0,1.0,999.0,0.0,0
27.0,admin.,secondary,no,1033.0,yes,no,1713.0,1.0,999.0,0.0,0
49.0,unemployed,secondary,no,66.0,no,no,218.0,3.0,999.0,0.0,0
43.0,services,primary,no,2567.0,yes,no,109.0,1.0,360.0,2.0,0
40.0,management,tertiary,no,1584.0,yes,no,661.0,1.0,999.0,0.0,0
32.0,services,secondary,no,182.0,yes,no,145.0,1.0,999.0,0.0,0
58.0,management,primary,no,,yes,no,54.0,4.0,999.0,0.0,0
34.0,admin.,secondary,no,663.0,yes,no,111.0,1.0,999.0,0.0,0
46.0,technician,secondary,no,3455.0,yes,no,566.0,2.0,999.0,0.0,0
29.0,blue-collar,secondary,no,15.0,no,no,136.0,1.0,999.0,0.0,0
52.0,blue-collar,primary,no,1054.0,no,no,273.0,1.0,999.0,0.0,0
45.0,management,tertiary,no,1529.0,no,no,160.0,1.0,999.0,0.0,0
26.0,management,secondary,no,63.0,no,no,76.0,4.0,999.0,0.0,0
40.0,technician,tertiary,no,0.0,no,no,44.0,1.0,999.0,0.0,0
41.0,admin.,secondary,no,920.0,yes,yes,239.0,1.0,999.0,0.0,0
47.0,admin.,secondary,no,3696.0,no,no,250.0,2.0,181.0,4.0,1
27.0,technician,unknown,no,59.0,no,no,792.0,4.0,999.0,0.0,0
27.0,services,secondary,no,0.0,yes,no,198.0,13.0,999.0,0.0,0
48.0,blue-collar,secondary,no,157.0,yes,no,73.0,1.0,999.0,0.0,0
49.0,admin.,secondary,no,2465.0,no,no,157.0,3.0,999.0,0.0,0
35.0,blue-collar,primary,no,0.0,yes,no,90.0,6.0,999.0,0.0,0
47.0,self-employed,secondary,yes,2.0,no,no,236.0,2.0,999.0,0.0,0
54.0,management,tertiary,no,0.0,no,no,118.0,5.0,999.0,0.0,0
39.0,management,tertiary,no,12437.0,no,no,40.0,1.0,999.0,0.0,0
28.0,student,secondary,no,378.0,yes,no,346.0,1.0,999.0,0.0,0
54.0,blue-collar,primary,no,211.0,no,no,200.0,2.0,999.0,0.0,0
34.0,technician,secondary,no,-228.0,yes,no,187.0,3.0,332.0,3.0,0
63.0,retired,secondary,no,2747.0,no,no,113.0,1.0,80.0,1.0,0
42.0,self-employed,tertiary,no,1932.0,yes,no,192.0,32.0,,0.0,0
43.0,technician,secondary,no,11269.0,no,no,92.0,1.0,999.0,0.0,0
37.0,admin.,secondary,no,1314.0,yes,no,682.0,2.0,85.0,7.0,0
55.0,blue-collar,primary,no,2275.0,no,no,139.0,9.0,,0.0,0
43.0,management,tertiary,no,1304.0,no,no,501.0,2.0,999.0,0.0,1
41.0,blue-collar,secondary,yes,720.0,no,yes,651.0,1.0,999.0,0.0,1
47.0,technician,secondary,no,2914.0,yes,no,405.0,13.0,,0.0,0
34.0,technician,secondary,no,1464.0,yes,no,350.0,1.0,999.0,0.0,0
28.0,student,secondary,no,11555.0,no,no,125.0,2.0,999.0,0.0,0
36.0,services,secondary,no,-302.0,yes,no,36.0,2.0,999.0,0.0,0
50.0,technician,secondary,no,2497.0,yes,no,35.0,1.0,176.0,1.0,0
35.0,blue-collar,secondary,no,-339.0,yes,no,389.0,2.0,999.0,0.0,0
40.0,technician,secondary,no,56.0,yes,yes,194.0,1.0,247.0,1.0,0
26.0,self-employed,tertiary,no,211.0,no,no,168.0,3.0,999.0,0.0,0
36.0,management,tertiary,no,3611.0,yes,no,347.0,3.0,999.0,0.0,0
59.0,unemployed,primary,no,0.0,no,no,3025.0,2.0,999.0,0.0,0
28.0,student,secondary,no,459.0,no,no,83.0,13.0,999.0,0.0,0
46.0,entrepreneur,unknown,no,242.0,yes,no,332.0,2.0,999.0,0.0,0
50.0,self-employed,secondary,no,1138.0,no,no,219.0,10.0,999.0,0.0,0
53.0,management,tertiary,no,1319.0,yes,no,427.0,1.0,150.0,1.0,0
81.0,retired,secondary,no,1.0,no,no,65.0,5.0,999.0,0.0,0
35.0,services,secondary,no,67.0,yes,no,192.0,2.0,999.0,0.0,0
58.0,retired,unknown,no,937.0,no,no,155.0,1.0,999.0,0.0,0
44.0,services,secondary,no,0.0,yes,yes,161.0,1.0,999.0,0.0,0
38.0,management,tertiary,no,-558.0,yes,no,533.0,1.0,999.0,0.0,0
49.0,blue-collar,secondary,no,171.0,no,no,19.0,3.0,175.0,2.0,0
33.0,technician,tertiary,no,696.0,no,yes,193.0,1.0,176.0,8.0,0
29.0,management,tertiary,no,361.0,yes,yes,819.0,3.0,999.0,0.0,0
28.0,technician,secondary,no,227.0,no,no,278.0,1.0,999.0,0.0,1
31.0,admin.,secondary,no,236.0,yes,yes,211.0,3.0,999.0,0.0,0
33.0,management,tertiary,no,-53.0,no,no,617.0,2.0,999.0,0.0,0
52.0,technician,secondary,no,192.0,yes,no,61.0,2.0,999.0,0.0,0
43.0,management,tertiary,no,38.0,yes,no,197.0,6.0,999.0,0.0,0
32.0,self-employed,secondary,no,518.0,yes,no,34.0,7.0,999.0,0.0,0
36.0,self-employed,tertiary,no,16.0,yes,yes,95.0,4.0,999.0,0.0,0
41.0,blue-collar,secondary,no,-256.0,yes,no,147.0,2.0,999.0,0.0,0
43.0,blue-collar,secondary,no,105.0,no,yes,668.0,2.0,999.0,0.0,0
45.0,self-employed,tertiary,no,334.0,no,no,87.0,2.0,,0.0,0
39.0,technician,secondary,no,1048.0,no,yes,405.0,1.0,999.0,0.0,0
41.0,services,secondary,no,108.0,yes,yes,83.0,7.0,999.0,0.0,0
31.0,technician,secondary,no,660.0,no,no,115.0,1.0,999.0,0.0,0
37.0,unemployed,tertiary,yes,0.0,yes,no,108.0,1.0,,0.0,0
28.0,entrepreneur,unknown,no,1034.0,no,no,113.0,1.0,,0.0,0
47.0,housemaid,primary,no,201.0,yes,no,58.0,2.0,382.0,1.0,0
37.0,housemaid,primary,no,189.0,no,no,148.0,4.0,999.0,0.0,0
60.0,retired,unknown,no,-49.0,yes,no,188.0,1.0,261.0,2.0,0
43.0,technician,secondary,no,1413.0,yes,no,75.0,3.0,999.0,0.0,0
58.0,retired,tertiary,no,264.0,yes,yes,523.0,3.0,999.0,0.0,0
52.0,entrepreneur,tertiary,no,54.0,yes,yes,103.0,1.0,999.0,0.0,0
50.0,blue-collar,primary,no,12519.0,yes,no,146.0,2.0,147.0,4.0,0
32.0,services,secondary,no,2881.0,no,no,356.0,1.0,999.0,0.0,1
42.0,blue-collar,primary,no,0.0,yes,no,71.0,1.0,,0.0,0
31.0,admin.,secondary,no,88.0,yes,yes,189.0,2.0,999.0,0.0,0
28.0,blue-collar,secondary,no,1020.0,yes,no,251.0,1.0,999.0,0.0,0
36.0,technician,tertiary,no,119.0,no,no,127.0,8.0,999.0,0.0,0
51.0,unemployed,tertiary,no,1594.0,no,no,197.0,1.0,999.0,0.0,0
46.0,technician,tertiary,no,342.0,yes,yes,84.0,1.0,999.0,0.0,0
50.0,services,secondary,no,72.0,no,no,141.0,2.0,999.0,0.0,0
32.0,blue-collar,secondary,no,14.0,yes,no,171.0,1.0,999.0,0.0,0
26.0,entrepreneur,tertiary,no,81.0,no,no,262.0,3.0,999.0,0.0,0
41.0,self-employed,tertiary,no,231.0,no,no,352.0,2.0,999.0,0.0,1
39.0,technician,tertiary,no,1161.0,yes,no,236.0,1.0,336.0,1.0,0
31.0,blue-collar,secondary,no,-45.0,yes,no,184.0,1.0,999.0,0.0,0
28.0,management,tertiary,no,231.0,yes,yes,568.0,2.0,999.0,0.0,0
31.0,management,secondary,no,36.0,no,no,105.0,2.0,999.0,0.0,0
30.0,technician,tertiary,no,1570.0,yes,no,260.0,1.0,999.0,0.0,0
35.0,technician,tertiary,no,7050.0,no,no,222.0,3.0,182.0,4.0,1
33.0,blue-collar,primary,no,,yes,no,447.0,2.0,999.0,0.0,0
30.0,technician,tertiary,no,6619.0,yes,no,239.0,8.0,999.0,0.0,0
32.0,blue-collar,secondary,no,-84.0,yes,no,426.0,1.0,999.0,0.0,0
40.0,management,tertiary,no,1509.0,no,no,333.0,1.0,58.0,3.0,0
31.0,self-employed,tertiary,no,1134.0,no,no,174.0,2.0,999.0,0.0,0
36.0,technician,secondary,no,146.0,yes,yes,284.0,2.0,999.0,0.0,0
33.0,management,tertiary,no,9449.0,yes,no,428.0,1.0,999.0,0.0,0
57.0,retired,secondary,no,374.0,yes,yes,236.0,1.0,999.0,0.0,0
45.0,technician,secondary,no,88.0,no,no,150.0,2.0,999.0,0.0,0
59.0,management,tertiary,no,2764.0,no,no,237.0,1.0,206.0,2.0,0
30.0,management,tertiary,no,2.0,yes,yes,1031.0,8.0,999.0,0.0,1
33.0,technician,tertiary,no,8023.0,no,no,107.0,1.0,105.0,3.0,0
52.0,blue-collar,secondary,no,289.0,yes,no,45.0,13.0,999.0,0.0,0
83.0,retired,secondary,no,0.0,no,no,140.0,10.0,999.0,0.0,0
58.0,self-employed,tertiary,no,1382.0,no,no,700.0,1.0,999.0,0.0,1
33.0,management,tertiary,yes,,no,yes,155.0,1.0,999.0,0.0,0
41.0,blue-collar,primary,no,2195.0,yes,no,211.0,5.0,999.0,0.0,0
31.0,self-employed,secondary,no,33.0,no,no,165.0,4.0,999.0,0.0,0
35.0,blue-collar,secondary,no,275.0,no,yes,144.0,5.0,999.0,0.0,0
27.0,management,tertiary,no,703.0,yes,no,590.0,3.0,999.0,0.0,1
57.0,admin.,unknown,no,887.0,no,no,43.0,8.0,999.0,0.0,0
56.0,,unknown,no,0.0,no,no,471.0,2.0,999.0,0.0,0
53.0,admin.,secondary,no,,yes,no,295.0,2.0,999.0,0.0,0
39.0,management,tertiary,no,2763.0,yes,no,526.0,2.0,999.0,0.0,1
32.0,entrepreneur,tertiary,no,890.0,yes,yes,27.0,10.0,999.0,0.0,0
46.0,self-employed,secondary,no,548.0,no,no,1181.0,4.0,999.0,0.0,1
56.0,technician,tertiary,no,272.0,no,no,103.0,2.0,999.0,0.0,0
46.0,management,tertiary,no,6269.0,yes,no,249.0,3.0,112.0,2.0,0
29.0,entrepreneur,secondary,no,178.0,yes,no,231.0,4.0,999.0,0.0,0
60.0,management,primary,no,252.0,yes,yes,123.0,2.0,147.0,3.0,0
33.0,housemaid,tertiary,no,,yes,no,199.0,2.0,146.0,2.0,0
27.0,entrepreneur,tertiary,no,81.0,no,no,197.0,1.0,199.0,3.0,0
50.0,self-employed,tertiary,no,59.0,yes,no,67.0,2.0,999.0,0.0,0
45.0,services,secondary,no,1343.0,no,yes,220.0,1.0,999.0,0.0,0
58.0,retired,secondary,no,225.0,no,no,122.0,6.0,999.0,0.0,0
59.0,retired,primary,no,0.0,yes,no,104.0,7.0,999.0,0.0,0
58.0,retired,primary,no,2538.0,yes,no,307.0,6.0,999.0,0.0,0
64.0,retired,primary,no,43.0,no,no,117.0,1.0,91.0,1.0,0
47.0,technician,secondary,no,57.0,no,no,253.0,1.0,342.0,1.0,0
40.0,management,tertiary,no,-117.0,yes,no,770.0,2.0,999.0,0.0,0
36.0,technician,secondary,no,666.0,yes,yes,190.0,1.0,133.0,1.0,0
28.0,management,tertiary,no,0.0,yes,no,767.0,5.0,999.0,0.0,1
38.0,technician,tertiary,no,25.0,yes,no,232.0,2.0,999.0,0.0,1
53.0,entrepreneur,primary,no,1034.0,yes,no,854.0,2.0,170.0,3.0,0
46.0,blue-collar,secondary,no,324.0,yes,no,293.0,6.0,999.0,0.0,0
54.0,technician,secondary,no,0.0,no,no,986.0,1.0,94.0,8.0,0
32.0,management,tertiary,no,0.0,no,no,66.0,1.0,999.0,0.0,0
55.0,management,primary,no,621.0,no,yes,114.0,1.0,208.0,1.0,0
55.0,retired,secondary,no,138.0,no,no,205.0,1.0,999.0,0.0,0
56.0,technician,secondary,no,4063.0,no,yes,31.0,4.0,999.0,0.0,0
40.0,blue-collar,secondary,no,11084.0,no,no,113.0,1.0,999.0,0.0,0
44.0,technician,secondary,no,310.0,yes,no,200.0,1.0,253.0,1.0,0
32.0,entrepreneur,unknown,no,73.0,yes,no,158.0,1.0,135.0,1.0,0
33.0,management,tertiary,no,1808.0,yes,no,99.0,4.0,999.0,0.0,0
41.0,unemployed,secondary,no,1281.0,no,no,45.0,3.0,999.0,0.0,0
37.0,technician,secondary,no,64.0,yes,no,239.0,4.0,278.0,2.0,0
58.0,management,tertiary,no,2.0,yes,no,168.0,3.0,999.0,0.0,0
52.0,blue-collar,secondary,no,60.0,no,yes,196.0,2.0,999.0,0.0,0
49.0,services,secondary,no,133.0,no,no,319.0,6.0,999.0,0.0,0
44.0,housemaid,primary,no,3706.0,no,no,209.0,3.0,999.0,0.0,0
